Language Feature,Engine,Group,Supported?,Failed Test Cases,Total Test Cases,Deployable?
InclusiveDiverging_ParallelConverging,jbpm__6_0_1,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,jbpm__6_0_1,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,jbpm__6_0_1,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,jbpm__6_0_1,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,jbpm__6_0_1,errors,1,0,1,1
ParallelGateway_Conditions,jbpm__6_0_1,errors,1,0,4,1
Token_CompletionQuantity_Zero,jbpm__6_0_1,errors,0,1,1,1
Token_StartQuantity_Two,jbpm__6_0_1,errors,0,1,1,1
Token_StartQuantity_Zero,jbpm__6_0_1,errors,0,1,1,1
Cancel_Event,jbpm__6_0_1,events,0,1,1,0
Compensation_BoundaryEvent_SubProcess,jbpm__6_0_1,events,1,0,1,1
Compensation_EndEvent_SubProcess,jbpm__6_0_1,events,1,0,1,1
Compensation_EndEvent_TopLevel,jbpm__6_0_1,events,1,0,1,1
Compensation_IntermediateEvent,jbpm__6_0_1,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,jbpm__6_0_1,events,1,0,1,1
Compensation_TriggeredByCancel,jbpm__6_0_1,events,0,1,1,0
Conditional_BoundaryEvent_SubProcess_Interrupting,jbpm__6_0_1,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_0_1,events,0,2,2,0
Conditional_IntermediateEvent,jbpm__6_0_1,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,0,1,1,0
Conditional_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_0_1,events,0,1,1,0
Error_BoundaryEvent_SubProcess_Interrupting,jbpm__6_0_1,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,jbpm__6_0_1,events,1,0,1,1
Error_EndEvent_TopLevel,jbpm__6_0_1,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,jbpm__6_0_1,events,0,1,1,1
Escalation_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_0_1,events,1,0,1,1
Escalation_EndEvent_SubProcess,jbpm__6_0_1,events,1,0,1,1
Escalation_EndEvent_TopLevel,jbpm__6_0_1,events,1,0,1,1
Escalation_IntermediateThrowEvent,jbpm__6_0_1,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_0_1,events,1,0,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,jbpm__6_0_1,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,0,1,1,0
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_0_1,events,0,1,1,0
EventDefinitionRef_Timer_IntermediateEvent,jbpm__6_0_1,events,0,1,1,0
Link_Event,jbpm__6_0_1,events,1,0,1,1
Message_EndEvent,jbpm__6_0_1,events,0,1,1,1
Message_IntermediateEvent,jbpm__6_0_1,events,0,1,1,1
Message_StartEvent,jbpm__6_0_1,events,0,1,1,1
Multiple_IntermediateEvent_ThrowFirstEventDefinition,jbpm__6_0_1,events,0,1,1,1
Multiple_IntermediateEvent_ThrowLastEventDefinition,jbpm__6_0_1,events,1,0,1,1
Multiple_IntermediateThrowEvent,jbpm__6_0_1,events,0,1,1,1
Multiple_Parallel_IntermediateEvent,jbpm__6_0_1,events,1,0,1,1
Signal_BoundaryEvent_SubProcess_Interrupting,jbpm__6_0_1,events,0,1,1,1
Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_0_1,events,1,0,1,1
Signal_EndEvent,jbpm__6_0_1,events,0,1,1,1
Signal_EndEvent_SubProcess,jbpm__6_0_1,events,1,0,1,1
Signal_IntermediateEvent,jbpm__6_0_1,events,0,1,1,1
Signal_IntermediateEvent_ThrowAndCatch,jbpm__6_0_1,events,1,0,1,1
Signal_StartEvent,jbpm__6_0_1,events,0,1,1,1
Signal_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,1,0,1,1
Signal_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_0_1,events,1,0,1,1
Terminate_Event,jbpm__6_0_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting,jbpm__6_0_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting_Activity,jbpm__6_0_1,events,0,1,1,1
Timer_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_0_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_TimeCycle,jbpm__6_0_1,events,1,0,1,1
Timer_IntermediateEvent,jbpm__6_0_1,events,1,0,1,1
Timer_IntermediateTimeCycleEvent,jbpm__6_0_1,events,1,0,1,1
Timer_StartEvent_EventSubProcess_Interrupting,jbpm__6_0_1,events,0,1,1,1
Timer_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_0_1,events,0,1,1,1
Timer_StartEvent_TimeCycle_EventSubProcess_NonInterrupting,jbpm__6_0_1,events,0,1,1,1
ComplexGateway,jbpm__6_0_1,gateways,0,4,4,0
EventBasedGateway_Signals,jbpm__6_0_1,gateways,1,0,1,1
EventBasedGateway_Timer,jbpm__6_0_1,gateways,1,0,1,1
ExclusiveDiverging_InclusiveConverging,jbpm__6_0_1,gateways,1,0,3,1
ExclusiveGateway,jbpm__6_0_1,gateways,1,0,4,1
ExclusiveGatewayMixed,jbpm__6_0_1,gateways,0,3,3,0
ExclusiveGateway_Default,jbpm__6_0_1,gateways,1,0,4,1
InclusiveDiverging_ExclusiveConverging,jbpm__6_0_1,gateways,1,0,3,1
InclusiveGateway,jbpm__6_0_1,gateways,1,0,4,1
InclusiveGateway_Default,jbpm__6_0_1,gateways,0,1,1,1
ParallelDiverging_ExclusiveConverging,jbpm__6_0_1,gateways,1,0,1,1
ParallelDiverging_InclusiveConverging,jbpm__6_0_1,gateways,1,0,1,1
ParallelGateway,jbpm__6_0_1,gateways,1,0,1,1
ParallelGateway_TrueParallelism,jbpm__6_0_1,gateways,0,1,1,1
AdHocSubProcess_Sequential,jbpm__6_1_0,activities,0,1,1,1
CallActivity_GlobalTask,jbpm__6_1_0,activities,0,1,1,1
CallActivity_Process,jbpm__6_1_0,activities,1,0,1,1
Loop_ConditionOnly,jbpm__6_1_0,activities,0,2,3,1
Loop_Maximum,jbpm__6_1_0,activities,0,1,1,1
Loop_NoIteration_TestBeforeFalse,jbpm__6_1_0,activities,1,0,1,1
Loop_NoIteration_TestBeforeTrue,jbpm__6_1_0,activities,0,1,1,1
Loop_SubProcess,jbpm__6_1_0,activities,0,2,3,1
Loop_Task,jbpm__6_1_0,activities,0,2,3,1
MultiInstance_AllBehavior,jbpm__6_1_0,activities,0,1,1,0
MultiInstance_ComplexBehavior,jbpm__6_1_0,activities,0,1,1,0
MultiInstance_NoneBehavior,jbpm__6_1_0,activities,0,1,1,0
MultiInstance_OneBehavior,jbpm__6_1_0,activities,0,1,1,0
MultiInstance_Parallel,jbpm__6_1_0,activities,0,1,1,1
MultiInstance_Sequential,jbpm__6_1_0,activities,0,1,1,1
MultiInstance_SubProcess,jbpm__6_1_0,activities,0,1,1,0
MultiInstance_Task,jbpm__6_1_0,activities,0,1,1,1
ReceiveTask,jbpm__6_1_0,activities,0,1,1,1
ReceiveTask_Instantiate,jbpm__6_1_0,activities,0,1,1,0
SendTask,jbpm__6_1_0,activities,0,1,1,1
SubProcess,jbpm__6_1_0,activities,1,0,1,1
Token_Cardinality_Default,jbpm__6_1_0,activities,0,1,1,1
Token_Cardinality_Explicit,jbpm__6_1_0,activities,0,1,1,1
Token_Cardinality_Split_Default,jbpm__6_1_0,activities,0,1,1,0
Token_Cardinality_Split_Explicit,jbpm__6_1_0,activities,0,1,1,0
Transaction,jbpm__6_1_0,activities,1,0,1,1
Lanes,jbpm__6_1_0,basics,1,0,1,1
Participant,jbpm__6_1_0,basics,1,0,1,1
SequenceFlow,jbpm__6_1_0,basics,1,0,1,1
SequenceFlow_Conditional,jbpm__6_1_0,basics,0,2,2,0
SequenceFlow_ConditionalDefault,jbpm__6_1_0,basics,0,2,2,0
SequenceFlow_ConditionalDefault_Normal,jbpm__6_1_0,basics,0,1,1,0
WCP01_Sequence,jbpm__6_1_0,cfpatterns,1,0,1,1
WCP02_ParallelSplit,jbpm__6_1_0,cfpatterns,1,0,1,1
WCP03_Synchronization,jbpm__6_1_0,cfpatterns,1,0,1,1
WCP04_ExclusiveChoice,jbpm__6_1_0,cfpatterns,1,0,4,1
WCP05_SimpleMerge,jbpm__6_1_0,cfpatterns,1,0,7,1
WCP06_MultiChoice_ComplexGateway,jbpm__6_1_0,cfpatterns,0,7,7,0
WCP06_MultiChoice_Implicit,jbpm__6_1_0,cfpatterns,0,7,7,0
WCP06_MultiChoice_InclusiveGateway,jbpm__6_1_0,cfpatterns,1,0,7,1
WCP07_StructuredSynchronizingMerge,jbpm__6_1_0,cfpatterns,1,0,3,1
WCP08_MultiMerge,jbpm__6_1_0,cfpatterns,1,0,7,1
WCP09_Structured_Discriminator_ComplexGateway,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP09_Structured_Discriminator_MultiInstance,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP10_ArbitraryCycle,jbpm__6_1_0,cfpatterns,1,0,3,1
WCP11_ImplicitTermination,jbpm__6_1_0,cfpatterns,1,0,1,1
WCP12_MultipleInstancesWithoutSynchronization,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP13_MultipleInstancesWithAPrioriDesignTimeKnowledge,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP14_MultipleInstancesWithAPrioriRuntimeKnowledge,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP16_DeferredChoice,jbpm__6_1_0,cfpatterns,1,0,2,1
WCP17_InterleavedParallelRouting,jbpm__6_1_0,cfpatterns,0,1,1,1
WCP19_CancelTask,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP20_CancelCaseCancel,jbpm__6_1_0,cfpatterns,0,1,1,0
WCP20_CancelCaseError,jbpm__6_1_0,cfpatterns,1,0,1,1
WCP20_CancelCaseTerminate,jbpm__6_1_0,cfpatterns,1,0,1,1
DataObject_ReadWrite_String,jbpm__6_1_0,data,1,0,1,1
Property_ReadWrite_String,jbpm__6_1_0,data,1,0,1,1
ExclusiveDiverging_ParallelConverging,jbpm__6_1_0,errors,1,0,3,1
InclusiveDiverging_ParallelConverging,jbpm__6_1_0,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,jbpm__6_1_0,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,jbpm__6_1_0,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,jbpm__6_1_0,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,jbpm__6_1_0,errors,1,0,1,1
ParallelGateway_Conditions,jbpm__6_1_0,errors,1,0,4,1
Token_CompletionQuantity_Zero,jbpm__6_1_0,errors,0,1,1,1
Token_StartQuantity_Two,jbpm__6_1_0,errors,0,1,1,1
Token_StartQuantity_Zero,jbpm__6_1_0,errors,0,1,1,1
Cancel_Event,jbpm__6_1_0,events,0,1,1,0
Compensation_BoundaryEvent_SubProcess,jbpm__6_1_0,events,1,0,1,1
Compensation_EndEvent_SubProcess,jbpm__6_1_0,events,1,0,1,1
Compensation_EndEvent_TopLevel,jbpm__6_1_0,events,1,0,1,1
Compensation_IntermediateEvent,jbpm__6_1_0,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,jbpm__6_1_0,events,1,0,1,1
Compensation_TriggeredByCancel,jbpm__6_1_0,events,0,1,1,0
Conditional_BoundaryEvent_SubProcess_Interrupting,jbpm__6_1_0,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_1_0,events,0,2,2,0
Conditional_IntermediateEvent,jbpm__6_1_0,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,0,1,1,0
Conditional_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_1_0,events,0,1,1,0
Error_BoundaryEvent_SubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,jbpm__6_1_0,events,1,0,1,1
Error_EndEvent_TopLevel,jbpm__6_1_0,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_1_0,events,1,0,1,1
Escalation_EndEvent_SubProcess,jbpm__6_1_0,events,1,0,1,1
Escalation_EndEvent_TopLevel,jbpm__6_1_0,events,1,0,1,1
Escalation_IntermediateThrowEvent,jbpm__6_1_0,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_1_0,events,1,0,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,jbpm__6_1_0,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,0,1,1,0
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_1_0,events,0,1,1,0
EventDefinitionRef_Timer_IntermediateEvent,jbpm__6_1_0,events,0,1,1,0
Link_Event,jbpm__6_1_0,events,1,0,1,1
Message_EndEvent,jbpm__6_1_0,events,0,1,1,1
Message_IntermediateEvent,jbpm__6_1_0,events,0,1,1,1
Message_StartEvent,jbpm__6_1_0,events,0,1,1,1
Multiple_IntermediateEvent_ThrowFirstEventDefinition,jbpm__6_1_0,events,0,1,1,1
Multiple_IntermediateEvent_ThrowLastEventDefinition,jbpm__6_1_0,events,1,0,1,1
Multiple_IntermediateThrowEvent,jbpm__6_1_0,events,0,1,1,1
Multiple_Parallel_IntermediateEvent,jbpm__6_1_0,events,0,1,1,1
Signal_BoundaryEvent_SubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_1_0,events,1,0,1,1
Signal_EndEvent,jbpm__6_1_0,events,1,0,1,1
Signal_EndEvent_SubProcess,jbpm__6_1_0,events,1,0,1,1
Signal_IntermediateEvent,jbpm__6_1_0,events,1,0,1,1
Signal_IntermediateEvent_ThrowAndCatch,jbpm__6_1_0,events,1,0,1,1
Signal_StartEvent,jbpm__6_1_0,events,1,0,1,1
Signal_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Signal_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_1_0,events,1,0,1,1
Terminate_Event,jbpm__6_1_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting,jbpm__6_1_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting_Activity,jbpm__6_1_0,events,0,1,1,1
Timer_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_1_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_TimeCycle,jbpm__6_1_0,events,1,0,1,1
Timer_IntermediateEvent,jbpm__6_1_0,events,1,0,1,1
Timer_IntermediateTimeCycleEvent,jbpm__6_1_0,events,1,0,1,1
Timer_StartEvent_EventSubProcess_Interrupting,jbpm__6_1_0,events,0,1,1,1
Timer_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_1_0,events,0,1,1,1
Timer_StartEvent_TimeCycle_EventSubProcess_NonInterrupting,jbpm__6_1_0,events,0,1,1,1
ComplexGateway,jbpm__6_1_0,gateways,0,4,4,0
EventBasedGateway_Signals,jbpm__6_1_0,gateways,1,0,1,1
EventBasedGateway_Timer,jbpm__6_1_0,gateways,1,0,1,1
ExclusiveDiverging_InclusiveConverging,jbpm__6_1_0,gateways,1,0,3,1
ExclusiveGateway,jbpm__6_1_0,gateways,1,0,4,1
ExclusiveGatewayMixed,jbpm__6_1_0,gateways,0,3,3,0
ExclusiveGateway_Default,jbpm__6_1_0,gateways,1,0,4,1
InclusiveDiverging_ExclusiveConverging,jbpm__6_1_0,gateways,1,0,3,1
InclusiveGateway,jbpm__6_1_0,gateways,1,0,4,1
InclusiveGateway_Default,jbpm__6_1_0,gateways,1,0,1,1
ParallelDiverging_ExclusiveConverging,jbpm__6_1_0,gateways,1,0,1,1
ParallelDiverging_InclusiveConverging,jbpm__6_1_0,gateways,1,0,1,1
ParallelGateway,jbpm__6_1_0,gateways,1,0,1,1
ParallelGateway_TrueParallelism,jbpm__6_1_0,gateways,0,1,1,1
AdHocSubProcess_Sequential,jbpm__6_2_0,activities,0,1,1,1
CallActivity_GlobalTask,jbpm__6_2_0,activities,0,1,1,1
CallActivity_Process,jbpm__6_2_0,activities,1,0,1,1
Loop_ConditionOnly,jbpm__6_2_0,activities,0,2,3,1
Loop_Maximum,jbpm__6_2_0,activities,0,1,1,1
Loop_NoIteration_TestBeforeFalse,jbpm__6_2_0,activities,1,0,1,1
Loop_NoIteration_TestBeforeTrue,jbpm__6_2_0,activities,0,1,1,1
Loop_SubProcess,jbpm__6_2_0,activities,0,2,3,1
Loop_Task,jbpm__6_2_0,activities,0,2,3,1
MultiInstance_AllBehavior,jbpm__6_2_0,activities,0,1,1,0
MultiInstance_ComplexBehavior,jbpm__6_2_0,activities,0,1,1,0
MultiInstance_NoneBehavior,jbpm__6_2_0,activities,0,1,1,0
MultiInstance_OneBehavior,jbpm__6_2_0,activities,0,1,1,0
MultiInstance_Parallel,jbpm__6_2_0,activities,0,1,1,1
MultiInstance_Sequential,jbpm__6_2_0,activities,0,1,1,1
MultiInstance_SubProcess,jbpm__6_2_0,activities,0,1,1,0
MultiInstance_Task,jbpm__6_2_0,activities,0,1,1,1
ReceiveTask,jbpm__6_2_0,activities,0,1,1,1
ReceiveTask_Instantiate,jbpm__6_2_0,activities,0,1,1,0
SendTask,jbpm__6_2_0,activities,0,1,1,1
SubProcess,jbpm__6_2_0,activities,1,0,1,1
Token_Cardinality_Default,jbpm__6_2_0,activities,0,1,1,1
Token_Cardinality_Explicit,jbpm__6_2_0,activities,0,1,1,1
Token_Cardinality_Split_Default,jbpm__6_2_0,activities,0,1,1,0
Token_Cardinality_Split_Explicit,jbpm__6_2_0,activities,0,1,1,0
Transaction,jbpm__6_2_0,activities,1,0,1,1
Lanes,jbpm__6_2_0,basics,1,0,1,1
Participant,jbpm__6_2_0,basics,1,0,1,1
SequenceFlow,jbpm__6_2_0,basics,1,0,1,1
SequenceFlow_Conditional,jbpm__6_2_0,basics,0,2,2,0
SequenceFlow_ConditionalDefault,jbpm__6_2_0,basics,0,2,2,0
SequenceFlow_ConditionalDefault_Normal,jbpm__6_2_0,basics,0,1,1,0
WCP01_Sequence,jbpm__6_2_0,cfpatterns,1,0,1,1
WCP02_ParallelSplit,jbpm__6_2_0,cfpatterns,1,0,1,1
WCP03_Synchronization,jbpm__6_2_0,cfpatterns,1,0,1,1
WCP04_ExclusiveChoice,jbpm__6_2_0,cfpatterns,1,0,4,1
WCP05_SimpleMerge,jbpm__6_2_0,cfpatterns,1,0,7,1
WCP06_MultiChoice_ComplexGateway,jbpm__6_2_0,cfpatterns,0,7,7,0
WCP06_MultiChoice_Implicit,jbpm__6_2_0,cfpatterns,0,7,7,0
WCP06_MultiChoice_InclusiveGateway,jbpm__6_2_0,cfpatterns,1,0,7,1
WCP07_StructuredSynchronizingMerge,jbpm__6_2_0,cfpatterns,1,0,3,1
WCP08_MultiMerge,jbpm__6_2_0,cfpatterns,1,0,7,1
WCP09_Structured_Discriminator_ComplexGateway,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP09_Structured_Discriminator_MultiInstance,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP10_ArbitraryCycle,jbpm__6_2_0,cfpatterns,1,0,3,1
WCP11_ImplicitTermination,jbpm__6_2_0,cfpatterns,1,0,1,1
WCP12_MultipleInstancesWithoutSynchronization,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP13_MultipleInstancesWithAPrioriDesignTimeKnowledge,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP14_MultipleInstancesWithAPrioriRuntimeKnowledge,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP16_DeferredChoice,jbpm__6_2_0,cfpatterns,1,0,2,1
WCP17_InterleavedParallelRouting,jbpm__6_2_0,cfpatterns,0,1,1,1
WCP19_CancelTask,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP20_CancelCaseCancel,jbpm__6_2_0,cfpatterns,0,1,1,0
WCP20_CancelCaseError,jbpm__6_2_0,cfpatterns,1,0,1,1
WCP20_CancelCaseTerminate,jbpm__6_2_0,cfpatterns,1,0,1,1
DataObject_ReadWrite_String,jbpm__6_2_0,data,1,0,1,1
Property_ReadWrite_String,jbpm__6_2_0,data,1,0,1,1
ExclusiveDiverging_ParallelConverging,jbpm__6_2_0,errors,1,0,3,1
InclusiveDiverging_ParallelConverging,jbpm__6_2_0,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,jbpm__6_2_0,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,jbpm__6_2_0,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,jbpm__6_2_0,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,jbpm__6_2_0,errors,1,0,1,1
ParallelGateway_Conditions,jbpm__6_2_0,errors,1,0,4,1
Token_CompletionQuantity_Zero,jbpm__6_2_0,errors,0,1,1,1
Token_StartQuantity_Two,jbpm__6_2_0,errors,0,1,1,1
Token_StartQuantity_Zero,jbpm__6_2_0,errors,0,1,1,1
Cancel_Event,jbpm__6_2_0,events,0,1,1,0
Compensation_BoundaryEvent_SubProcess,jbpm__6_2_0,events,1,0,1,1
Compensation_EndEvent_SubProcess,jbpm__6_2_0,events,1,0,1,1
Compensation_EndEvent_TopLevel,jbpm__6_2_0,events,1,0,1,1
Compensation_IntermediateEvent,jbpm__6_2_0,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,jbpm__6_2_0,events,1,0,1,1
Compensation_TriggeredByCancel,jbpm__6_2_0,events,0,1,1,0
Conditional_BoundaryEvent_SubProcess_Interrupting,jbpm__6_2_0,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_2_0,events,0,2,2,0
Conditional_IntermediateEvent,jbpm__6_2_0,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,0,1,1,0
Conditional_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_2_0,events,0,1,1,0
Error_BoundaryEvent_SubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,jbpm__6_2_0,events,1,0,1,1
Error_EndEvent_TopLevel,jbpm__6_2_0,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_2_0,events,1,0,1,1
Escalation_EndEvent_SubProcess,jbpm__6_2_0,events,1,0,1,1
Escalation_EndEvent_TopLevel,jbpm__6_2_0,events,1,0,1,1
Escalation_IntermediateThrowEvent,jbpm__6_2_0,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_2_0,events,1,0,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,jbpm__6_2_0,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,0,1,1,0
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_2_0,events,0,1,1,0
EventDefinitionRef_Timer_IntermediateEvent,jbpm__6_2_0,events,0,1,1,0
Link_Event,jbpm__6_2_0,events,1,0,1,1
Message_EndEvent,jbpm__6_2_0,events,0,1,1,1
Message_IntermediateEvent,jbpm__6_2_0,events,0,1,1,1
Message_StartEvent,jbpm__6_2_0,events,0,1,1,1
Multiple_IntermediateEvent_ThrowFirstEventDefinition,jbpm__6_2_0,events,0,1,1,1
Multiple_IntermediateEvent_ThrowLastEventDefinition,jbpm__6_2_0,events,0,1,1,1
Multiple_IntermediateThrowEvent,jbpm__6_2_0,events,0,1,1,1
Multiple_Parallel_IntermediateEvent,jbpm__6_2_0,events,0,1,1,1
Signal_BoundaryEvent_SubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Signal_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_2_0,events,1,0,1,1
Signal_EndEvent,jbpm__6_2_0,events,1,0,1,1
Signal_EndEvent_SubProcess,jbpm__6_2_0,events,1,0,1,1
Signal_IntermediateEvent,jbpm__6_2_0,events,0,1,1,1
Signal_IntermediateEvent_ThrowAndCatch,jbpm__6_2_0,events,0,1,1,1
Signal_StartEvent,jbpm__6_2_0,events,1,0,1,1
Signal_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Signal_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_2_0,events,1,0,1,1
Terminate_Event,jbpm__6_2_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting,jbpm__6_2_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting_Activity,jbpm__6_2_0,events,0,1,1,1
Timer_BoundaryEvent_SubProcess_NonInterrupting,jbpm__6_2_0,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_TimeCycle,jbpm__6_2_0,events,1,0,1,1
Timer_IntermediateEvent,jbpm__6_2_0,events,1,0,1,1
Timer_IntermediateTimeCycleEvent,jbpm__6_2_0,events,1,0,1,1
Timer_StartEvent_EventSubProcess_Interrupting,jbpm__6_2_0,events,0,1,1,1
Timer_StartEvent_EventSubProcess_NonInterrupting,jbpm__6_2_0,events,0,1,1,1
Timer_StartEvent_TimeCycle_EventSubProcess_NonInterrupting,jbpm__6_2_0,events,0,1,1,1
ComplexGateway,jbpm__6_2_0,gateways,0,4,4,0
EventBasedGateway_Signals,jbpm__6_2_0,gateways,0,1,1,1
EventBasedGateway_Timer,jbpm__6_2_0,gateways,1,0,1,1
ExclusiveDiverging_InclusiveConverging,jbpm__6_2_0,gateways,1,0,3,1
ExclusiveGateway,jbpm__6_2_0,gateways,1,0,4,1
ExclusiveGatewayMixed,jbpm__6_2_0,gateways,0,3,3,0
ExclusiveGateway_Default,jbpm__6_2_0,gateways,1,0,4,1
InclusiveDiverging_ExclusiveConverging,jbpm__6_2_0,gateways,1,0,3,1
InclusiveGateway,jbpm__6_2_0,gateways,1,0,4,1
InclusiveGateway_Default,jbpm__6_2_0,gateways,1,0,1,1
ParallelDiverging_ExclusiveConverging,jbpm__6_2_0,gateways,1,0,1,1
ParallelDiverging_InclusiveConverging,jbpm__6_2_0,gateways,1,0,1,1
ParallelGateway,jbpm__6_2_0,gateways,1,0,1,1
ParallelGateway_TrueParallelism,jbpm__6_2_0,gateways,0,1,1,1
AdHocSubProcess_Sequential,jbpm__6_3_0,activities,0,1,1,1
CallActivity_GlobalTask,jbpm__6_3_0,activities,0,1,1,1
CallActivity_Process,jbpm__6_3_0,activities,1,0,1,1
Loop_ConditionOnly,jbpm__6_3_0,activities,0,2,3,1
Loop_Maximum,jbpm__6_3_0,activities,0,1,1,1
